loan_amnt,int_rate,grade,emp_length,annual_inc,loan_status,purpose
15000.0,10.64,B,10+ years,180000.0,Fully Paid,debt_consolidation
25000.0,19.99,E,2 years,70490.0,Charged Off,small_business
28000.0,21.99,F,6 years,150000.0,Current,debt_consolidation
35000.0,13.67,C,10+ years,121000.0,Current,credit_card
8075.0,9.17,B,3 years,28000.0,Fully Paid,credit_card
4000.0,11.99,C,7 years,65000.0,Fully Paid,home_improvement
12000.0,9.76,B,4 years,70000.0,Charged Off,home_improvement
5000.0,12.59,C,10+ years,94900.0,Charged Off,major_purchase
15000.0,14.48,C,9 years,70000.0,Current,debt_consolidation
10000.0,8.38,B,10+ years,56000.0,Fully Paid,credit_card
6000.0,10.64,B,3 years,98000.0,Fully Paid,debt_consolidation
30000.0,18.49,E,2 years,80000.0,Fully Paid,debt_consolidation
3600.0,14.48,C,10+ years,25000.0,Fully Paid,other
35000.0,9.76,B,,88476.0,Fully Paid,debt_consolidation
17025.0,15.41,D,1 year,72800.0,Charged Off,credit_card
8000.0,9.76,B,10+ years,140000.0,Charged Off,debt_consolidation
11325.0,17.86,D,9 years,50000.0,Fully Paid,credit_card
10000.0,9.76,B,4 years,37291.0,Fully Paid,debt_consolidation
21600.0,11.99,C,2 years,60000.0,Fully Paid,credit_card
10950.0,9.17,B,,35000.0,Fully Paid,credit_card
15000.0,11.22,B,10+ years,130000.0,Fully Paid,debt_consolidation
3000.0,11.22,B,3 years,95000.0,Fully Paid,other
35000.0,13.67,C,2 years,126500.0,Fully Paid,credit_card
5400.0,16.99,D,8 years,47200.0,Charged Off,debt_consolidation
3425.0,15.41,D,5 years,70000.0,Fully Paid,debt_consolidation
16000.0,7.89,A,10+ years,38900.0,Fully Paid,debt_consolidation
6725.0,13.67,C,,15317.0,Charged Off,credit_card
21300.0,14.48,C,< 1 year,200000.0,Current,debt_consolidation
9325.0,16.99,D,10+ years,108000.0,Fully Paid,home_improvement
21000.0,10.64,B,3 years,120000.0,Fully Paid,debt_consolidation
24000.0,12.59,C,1 year,84200.0,Fully Paid,credit_card
7000.0,11.22,B,10+ years,30000.0,Fully Paid,credit_card
7050.0,14.48,C,4 years,19600.0,Fully Paid,debt_consolidation
9000.0,5.32,A,,48000.0,Fully Paid,credit_card
25000.0,8.38,B,< 1 year,72000.0,Current,credit_card
6000.0,11.99,C,10+ years,71000.0,Fully Paid,debt_consolidation
12950.0,20.99,E,7 years,50000.0,Current,debt_consolidation
4000.0,9.17,B,1 year,60000.0,Fully Paid,credit_card
7000.0,10.64,B,,45000.0,Fully Paid,home_improvement
18225.0,15.41,D,9 years,50000.0,Fully Paid,debt_consolidation
9000.0,5.32,A,7 years,78000.0,Fully Paid,debt_consolidation
9600.0,13.67,C,10+ years,38500.0,Charged Off,other
3950.0,16.99,D,3 years,30000.0,Fully Paid,debt_consolidation
7500.0,14.48,C,< 1 year,130000.0,Fully Paid,debt_consolidation
15000.0,14.48,C,3 years,52000.0,Charged Off,credit_card
1000.0,9.17,B,9 years,77463.0,Fully Paid,other
16825.0,18.99,E,3 years,49500.0,Current,debt_consolidation
12000.0,16.55,D,1 year,41990.0,Charged Off,debt_consolidation
20950.0,11.99,C,10+ years,90000.0,Fully Paid,debt_consolidation
12000.0,13.67,C,10+ years,75000.0,Charged Off,debt_consolidation
14600.0,12.59,C,4 years,36200.0,Fully Paid,debt_consolidation
19825.0,16.99,D,2 years,187920.0,Charged Off,debt_consolidation
8000.0,10.64,B,3 years,52000.0,Fully Paid,vacation
22800.0,16.55,D,4 years,60000.0,Fully Paid,debt_consolidation
5000.0,9.17,B,10+ years,40000.0,Fully Paid,debt_consolidation
12800.0,8.38,B,10+ years,48000.0,Fully Paid,debt_consolidation
3250.0,17.86,D,,33839.0,Fully Paid,credit_card
27000.0,6.89,A,5 years,90000.0,Fully Paid,credit_card
9600.0,11.99,C,< 1 year,72000.0,Fully Paid,debt_consolidation
5500.0,7.26,A,< 1 year,49000.0,Fully Paid,credit_card
7725.0,11.22,B,2 years,62000.0,Fully Paid,credit_card
5000.0,11.22,B,10+ years,145000.0,Fully Paid,debt_consolidation
12000.0,11.99,C,8 years,85000.0,Current,credit_card
6400.0,17.57,D,< 1 year,31944.0,Fully Paid,debt_consolidation
16000.0,16.99,D,10+ years,94000.0,Current,other
22000.0,18.2,E,7 years,55000.0,Fully Paid,debt_consolidation
23450.0,12.59,C,2 years,51000.0,Fully Paid,debt_consolidation
12000.0,8.38,B,10+ years,110000.0,Fully Paid,debt_consolidation
15000.0,17.86,D,8 years,72000.0,Fully Paid,debt_consolidation
35000.0,18.49,E,7 years,81500.0,Fully Paid,credit_card
6000.0,11.99,C,< 1 year,44900.0,Fully Paid,debt_consolidation
28000.0,6.24,A,8 years,150000.0,Fully Paid,credit_card
8000.0,7.89,A,1 year,80000.0,Fully Paid,credit_card
14000.0,18.2,E,4 years,160000.0,Charged Off,other
14800.0,12.59,C,9 years,38000.0,Fully Paid,debt_consolidation
16000.0,9.76,B,5 years,50000.0,Fully Paid,credit_card
5000.0,9.76,B,3 years,35000.0,Fully Paid,other
20000.0,17.86,D,2 years,65000.0,Charged Off,debt_consolidation
28100.0,9.17,B,10+ years,80000.0,Fully Paid,debt_consolidation
8000.0,7.26,A,10+ years,85000.0,Charged Off,debt_consolidation
14400.0,15.41,D,5 years,69000.0,Charged Off,home_improvement
12000.0,10.64,B,2 years,115523.0,Fully Paid,debt_consolidation
3600.0,9.17,B,10+ years,71000.0,Fully Paid,home_improvement
6000.0,7.89,A,< 1 year,180000.0,Fully Paid,debt_consolidation
15000.0,15.41,D,< 1 year,80000.0,Charged Off,moving
7500.0,11.99,C,2 years,111000.0,Charged Off,debt_consolidation
6000.0,9.17,B,< 1 year,49850.0,Charged Off,car
16000.0,15.41,D,10+ years,105000.0,Fully Paid,home_improvement
15000.0,5.32,A,< 1 year,82000.0,Fully Paid,debt_consolidation
10000.0,8.38,B,,145000.0,Fully Paid,debt_consolidation
12000.0,13.18,C,< 1 year,50000.0,Fully Paid,credit_card
24000.0,15.41,D,10+ years,103000.0,Fully Paid,credit_card
20250.0,17.86,D,4 years,103000.0,Fully Paid,credit_card
9175.0,13.67,C,10+ years,65000.0,Charged Off,debt_consolidation
12000.0,9.17,B,5 years,52000.0,Fully Paid,home_improvement
2200.0,13.18,C,10+ years,29120.0,Fully Paid,debt_consolidation
10000.0,5.32,A,2 years,400000.0,Fully Paid,credit_card
15275.0,17.57,D,< 1 year,78000.0,Fully Paid,debt_consolidation
10000.0,12.59,C,10+ years,110000.0,Charged Off,debt_consolidation
27500.0,21.99,F,10+ years,99000.0,Fully Paid,debt_consolidation
12000.0,11.22,B,2 years,66500.0,Fully Paid,debt_consolidation
25600.0,6.24,A,< 1 year,75000.0,Fully Paid,debt_consolidation
3000.0,11.22,B,1 year,100000.0,Fully Paid,other
23350.0,19.99,E,5 years,64000.0,Current,debt_consolidation
18000.0,11.99,C,9 years,55000.0,Current,credit_card
16000.0,7.26,A,3 years,270000.0,Fully Paid,debt_consolidation
20000.0,12.59,C,10+ years,60000.0,Fully Paid,debt_consolidation
18000.0,12.59,C,8 years,70500.0,Charged Off,credit_card
26000.0,6.24,A,10+ years,237510.0,Fully Paid,credit_card
35000.0,14.48,C,2 years,85000.0,Fully Paid,debt_consolidation
35000.0,9.17,B,4 years,360000.0,Current,debt_consolidation
15300.0,20.99,E,10+ years,45000.0,Fully Paid,debt_consolidation
20000.0,9.17,B,10+ years,83370.0,Fully Paid,debt_consolidation
19050.0,14.48,C,10+ years,55000.0,Fully Paid,debt_consolidation
15000.0,10.64,B,,81200.0,Charged Off,other
2550.0,13.18,C,5 years,45000.0,Fully Paid,credit_card
22550.0,13.18,C,8 years,56431.0,Current,debt_consolidation
27600.0,13.67,C,< 1 year,156000.0,Fully Paid,credit_card
14250.0,22.99,F,2 years,50000.0,Fully Paid,medical
32500.0,11.99,C,10+ years,95700.0,Fully Paid,debt_consolidation
7000.0,6.24,A,3 years,58000.0,Fully Paid,debt_consolidation
30000.0,13.18,C,10+ years,118000.0,Current,debt_consolidation
5000.0,17.57,D,7 years,52000.0,Fully Paid,debt_consolidation
28000.0,12.59,C,5 years,150000.0,Fully Paid,credit_card
5000.0,9.76,B,1 year,100000.0,Fully Paid,debt_consolidation
27500.0,10.64,B,10+ years,55000.0,Fully Paid,debt_consolidation
10000.0,12.59,C,10+ years,30000.0,Fully Paid,credit_card
12000.0,15.41,D,10+ years,85000.0,Charged Off,vacation
12800.0,9.76,B,< 1 year,52000.0,Fully Paid,debt_consolidation
6025.0,12.59,C,9 years,32000.0,Fully Paid,credit_card
20400.0,17.57,D,,124000.0,Current,home_improvement
21000.0,9.17,B,9 years,150000.0,Fully Paid,credit_card
23100.0,17.86,D,10+ years,90000.0,Fully Paid,debt_consolidation
5450.0,13.18,C,3 years,40000.0,Fully Paid,debt_consolidation
7900.0,15.41,D,1 year,15800.0,Fully Paid,debt_consolidation
21000.0,16.99,D,1 year,185000.0,Fully Paid,debt_consolidation
7000.0,12.59,C,10+ years,43900.0,Fully Paid,credit_card
25000.0,18.49,E,10+ years,86000.0,Fully Paid,credit_card
8100.0,13.67,C,2 years,45000.0,Fully Paid,credit_card
6700.0,9.76,B,2 years,58000.0,Fully Paid,home_improvement
30000.0,18.49,E,1 year,94000.0,Fully Paid,debt_consolidation
10000.0,10.64,B,2 years,60000.0,Fully Paid,home_improvement
9800.0,18.49,E,6 years,46500.0,Fully Paid,moving
12000.0,18.2,E,10+ years,73000.0,Fully Paid,credit_card
15000.0,9.76,B,10+ years,88000.0,Fully Paid,credit_card
22000.0,10.64,B,10+ years,114000.0,Fully Paid,debt_consolidation
15000.0,11.99,C,2 years,81825.0,Fully Paid,credit_card
25000.0,5.32,A,3 years,75000.0,Fully Paid,debt_consolidation
10000.0,13.67,C,1 year,72500.0,Current,credit_card
15000.0,5.32,A,6 years,170000.0,Fully Paid,home_improvement
24175.0,9.76,B,10+ years,52575.0,Fully Paid,debt_consolidation
29000.0,17.86,D,8 years,65000.0,Current,debt_consolidation
15000.0,12.59,C,10+ years,90000.0,Fully Paid,credit_card
15000.0,16.55,D,10+ years,58000.0,Fully Paid,home_improvement
6000.0,11.99,C,,23452.0,Charged Off,debt_consolidation
8000.0,9.76,B,10+ years,72000.0,Fully Paid,credit_card
16000.0,13.18,C,1 year,50000.0,Fully Paid,debt_consolidation
20800.0,17.57,D,7 years,52000.0,Current,debt_consolidation
15675.0,16.99,D,9 years,41000.0,Fully Paid,debt_consolidation
10000.0,11.99,C,1 year,56160.0,Charged Off,debt_consolidation
4400.0,8.38,B,2 years,32000.0,Fully Paid,car
16000.0,11.99,C,1 year,97500.0,Current,credit_card
10000.0,11.22,B,2 years,85000.0,Fully Paid,debt_consolidation
32400.0,16.99,D,,123519.0,Charged Off,debt_consolidation
3500.0,13.67,C,10+ years,41000.0,Charged Off,debt_consolidation
19775.0,12.59,C,5 years,95000.0,Fully Paid,debt_consolidation
2500.0,13.67,C,10+ years,52000.0,Fully Paid,home_improvement
15000.0,14.48,C,1 year,38400.0,Fully Paid,debt_consolidation
7500.0,11.22,B,< 1 year,78000.0,Fully Paid,debt_consolidation
3600.0,11.22,B,8 years,55000.0,Fully Paid,debt_consolidation
3000.0,12.59,C,10+ years,70000.0,Fully Paid,medical
8000.0,17.57,D,10+ years,62776.0,Fully Paid,debt_consolidation
7200.0,10.64,B,5 years,37000.0,Fully Paid,vacation
35000.0,9.17,B,10+ years,127000.0,Fully Paid,credit_card
2400.0,12.59,C,4 years,58250.0,Fully Paid,debt_consolidation
13800.0,18.49,E,< 1 year,86000.0,Charged Off,debt_consolidation
3425.0,19.99,E,4 years,34000.0,Fully Paid,debt_consolidation
31275.0,15.41,D,2 years,240000.0,Charged Off,debt_consolidation
10000.0,6.89,A,,33000.0,Fully Paid,credit_card
28000.0,12.59,C,3 years,98000.0,Fully Paid,debt_consolidation
10000.0,6.24,A,,45700.0,Fully Paid,debt_consolidation
34500.0,18.2,E,10+ years,75000.0,Charged Off,debt_consolidation
5000.0,5.32,A,10+ years,70000.0,Fully Paid,debt_consolidation
17300.0,10.64,B,,34601.0,Fully Paid,credit_card
8000.0,13.18,C,2 years,42000.0,Fully Paid,debt_consolidation
23500.0,18.99,E,10+ years,47000.0,Fully Paid,debt_consolidation
18000.0,12.59,C,10+ years,36000.0,Charged Off,debt_consolidation
9875.0,9.17,B,< 1 year,24720.0,Fully Paid,home_improvement
18725.0,13.18,C,10+ years,52900.0,Fully Paid,debt_consolidation
16000.0,9.76,B,2 years,86000.0,Fully Paid,home_improvement
21000.0,6.89,A,3 years,93000.0,Fully Paid,debt_consolidation
22800.0,8.38,B,3 years,155000.0,Fully Paid,debt_consolidation
12000.0,11.99,C,4 years,60000.0,Fully Paid,debt_consolidation
3000.0,16.99,D,10+ years,159000.0,Fully Paid,other
8400.0,12.59,C,10+ years,49000.0,Charged Off,debt_consolidation
7000.0,10.64,B,10+ years,70000.0,Fully Paid,debt_consolidation
11325.0,13.67,C,3 years,27000.0,Fully Paid,credit_card
12800.0,23.99,F,10+ years,96000.0,Fully Paid,debt_consolidation
10000.0,6.89,A,3 years,55000.0,Fully Paid,debt_consolidation
4625.0,19.99,E,10+ years,65000.0,Fully Paid,debt_consolidation
1000.0,6.24,A,10+ years,136000.0,Fully Paid,other
18000.0,7.89,A,3 years,37442.0,Fully Paid,credit_card
7750.0,15.41,D,2 years,36000.0,Fully Paid,debt_consolidation
7200.0,7.26,A,6 years,50000.0,Fully Paid,debt_consolidation
15000.0,10.64,B,< 1 year,78800.0,Fully Paid,debt_consolidation
5000.0,13.18,C,< 1 year,50000.0,Fully Paid,debt_consolidation
20450.0,16.99,D,4 years,71000.0,Fully Paid,debt_consolidation
30000.0,6.24,A,10+ years,250000.0,Fully Paid,credit_card
35000.0,18.49,E,5 years,120000.0,Fully Paid,debt_consolidation
8500.0,12.59,C,6 years,97000.0,Fully Paid,debt_consolidation
2000.0,14.48,C,10+ years,75000.0,Charged Off,home_improvement
30000.0,9.76,B,5 years,84000.0,Current,credit_card
17425.0,12.59,C,9 years,50000.0,Current,home_improvement
23000.0,11.99,C,7 years,93423.0,Fully Paid,debt_consolidation
10000.0,7.26,A,5 years,45000.0,Fully Paid,major_purchase
5475.0,18.2,E,,60000.0,Fully Paid,credit_card
28000.0,6.89,A,2 years,87000.0,Fully Paid,debt_consolidation
7000.0,10.64,B,6 years,52000.0,Fully Paid,credit_card
14400.0,11.99,C,10+ years,96000.0,Fully Paid,debt_consolidation
6000.0,16.99,D,2 years,40000.0,Fully Paid,other
10000.0,9.76,B,3 years,60000.0,Fully Paid,debt_consolidation
20000.0,8.38,B,3 years,75000.0,Fully Paid,debt_consolidation
7900.0,17.57,D,10+ years,64282.0,Charged Off,debt_consolidation
10500.0,8.38,B,5 years,50500.0,Fully Paid,debt_consolidation
3375.0,10.64,B,3 years,35000.0,Fully Paid,credit_card
20000.0,7.89,A,< 1 year,90000.0,Fully Paid,home_improvement
16000.0,10.64,B,10+ years,75000.0,Current,debt_consolidation
14000.0,13.18,C,,60000.0,Current,credit_card
10000.0,13.18,C,10+ years,65000.0,Charged Off,debt_consolidation
21000.0,11.99,C,3 years,60000.0,Fully Paid,credit_card
25000.0,13.18,C,10+ years,139000.0,Charged Off,debt_consolidation
9000.0,13.18,C,2 years,30000.0,Fully Paid,debt_consolidation
18000.0,6.89,A,1 year,46000.0,Fully Paid,major_purchase
7500.0,9.76,B,2 years,48500.0,Fully Paid,credit_card
6500.0,13.18,C,10+ years,68000.0,Fully Paid,credit_card
3000.0,10.64,B,10+ years,86000.0,Fully Paid,debt_consolidation
10000.0,16.99,D,8 years,34700.0,Fully Paid,debt_consolidation
15000.0,17.57,D,10+ years,55000.0,Fully Paid,debt_consolidation
7450.0,13.18,C,< 1 year,14900.0,Fully Paid,debt_consolidation
24000.0,10.64,B,< 1 year,60000.0,Fully Paid,debt_consolidation
35000.0,16.55,D,10+ years,92500.0,Current,credit_card
16000.0,17.57,D,10+ years,95458.0,Current,debt_consolidation
8525.0,9.17,B,,38500.0,Fully Paid,debt_consolidation
30000.0,24.99,F,3 years,104266.0,Current,debt_consolidation
12150.0,11.99,C,< 1 year,60000.0,Charged Off,debt_consolidation
14000.0,6.89,A,10+ years,90000.0,Fully Paid,credit_card
20000.0,11.22,B,1 year,80000.0,Charged Off,debt_consolidation
2800.0,14.48,C,10+ years,34000.0,Fully Paid,credit_card
14000.0,9.76,B,10+ years,60000.0,Fully Paid,debt_consolidation
12000.0,14.48,C,< 1 year,62000.0,Charged Off,debt_consolidation
18000.0,14.48,C,6 years,100000.0,Fully Paid,home_improvement
15000.0,10.64,B,10+ years,93811.0,Charged Off,credit_card
6400.0,11.99,C,< 1 year,25000.0,Fully Paid,credit_card
25000.0,13.67,C,6 years,95000.0,Charged Off,debt_consolidation
14900.0,16.99,D,10+ years,84358.0,Fully Paid,debt_consolidation
35000.0,13.67,C,8 years,145000.0,Fully Paid,debt_consolidation
20000.0,10.64,B,5 years,124000.0,Current,debt_consolidation
16000.0,6.89,A,5 years,157000.0,Fully Paid,debt_consolidation
11225.0,26.77,G,1 year,31200.0,Charged Off,debt_consolidation
9000.0,8.38,B,6 years,46500.0,Fully Paid,debt_consolidation
8000.0,9.17,B,5 years,41198.0,Fully Paid,debt_consolidation
10900.0,15.41,D,9 years,50000.0,Charged Off,small_business
10000.0,6.89,A,4 years,230000.0,Fully Paid,credit_card
11500.0,16.55,D,10+ years,61459.0,Charged Off,debt_consolidation
24000.0,6.89,A,,98000.0,Fully Paid,credit_card
10000.0,12.59,C,5 years,60000.0,Fully Paid,credit_card
11900.0,17.86,D,3 years,32000.0,Fully Paid,credit_card
5000.0,11.22,B,8 years,28000.0,Fully Paid,debt_consolidation
4825.0,12.59,C,8 years,30500.0,Fully Paid,credit_card
6000.0,11.22,B,2 years,39500.0,Fully Paid,debt_consolidation
19200.0,17.57,D,< 1 year,85000.0,Fully Paid,debt_consolidation
12000.0,8.38,B,10+ years,97000.0,Fully Paid,credit_card
20000.0,5.32,A,10+ years,80000.0,Fully Paid,credit_card
5000.0,7.89,A,3 years,117500.0,Fully Paid,credit_card
5000.0,7.89,A,9 years,155000.0,Fully Paid,home_improvement
6000.0,11.99,C,4 years,32000.0,Fully Paid,credit_card
12800.0,13.18,C,5 years,89000.0,Current,debt_consolidation
28000.0,13.67,C,10+ years,75000.0,Fully Paid,debt_consolidation
30000.0,17.57,D,4 years,71600.0,Fully Paid,credit_card
6000.0,7.26,A,7 years,65000.0,Fully Paid,debt_consolidation
2150.0,18.99,E,10+ years,41000.0,Fully Paid,debt_consolidation
22500.0,13.67,C,10+ years,51142.0,Fully Paid,debt_consolidation
25000.0,13.18,C,8 years,220000.0,Charged Off,debt_consolidation
11275.0,9.17,B,10+ years,60000.0,Fully Paid,debt_consolidation
7500.0,12.59,C,< 1 year,39000.0,Fully Paid,debt_consolidation
6600.0,8.38,B,10+ years,56900.0,Fully Paid,debt_consolidation
7000.0,9.76,B,3 years,71000.0,Fully Paid,debt_consolidation
10000.0,18.2,E,< 1 year,75000.0,Fully Paid,debt_consolidation
10000.0,11.99,C,10+ years,120000.0,Charged Off,medical
3600.0,9.17,B,3 years,16800.0,Fully Paid,car
10000.0,5.32,A,10+ years,43000.0,Fully Paid,credit_card
10000.0,12.59,C,5 years,58500.0,Fully Paid,debt_consolidation
10000.0,12.59,C,5 years,50000.0,Fully Paid,debt_consolidation
21000.0,11.99,C,1 year,52000.0,Charged Off,credit_card
24000.0,5.32,A,10+ years,190000.0,Fully Paid,credit_card
10000.0,5.32,A,10+ years,82000.0,Fully Paid,debt_consolidation
20000.0,13.18,C,3 years,55000.0,Current,debt_consolidation
16800.0,5.32,A,2 years,106080.0,Fully Paid,debt_consolidation
12000.0,7.26,A,< 1 year,36000.0,Charged Off,credit_card
7600.0,14.48,C,,65000.0,Charged Off,debt_consolidation
4000.0,13.67,C,10+ years,59800.0,Charged Off,other
5000.0,7.26,A,,37500.0,Fully Paid,debt_consolidation
16000.0,11.99,C,8 years,85000.0,Fully Paid,home_improvement
15000.0,13.18,C,< 1 year,60000.0,Current,credit_card
15000.0,11.99,C,3 years,35000.0,Fully Paid,car
16150.0,13.67,C,1 year,60000.0,Fully Paid,credit_card
20000.0,9.76,B,10+ years,85000.0,Fully Paid,credit_card
4800.0,16.99,D,10+ years,30000.0,Fully Paid,debt_consolidation
12600.0,13.67,C,7 years,94000.0,Charged Off,debt_consolidation
15000.0,11.99,C,10+ years,69000.0,Charged Off,debt_consolidation
12000.0,13.18,C,10+ years,30000.0,Fully Paid,debt_consolidation
24700.0,9.76,B,9 years,315000.0,Fully Paid,debt_consolidation
5000.0,9.17,B,10+ years,50000.0,Fully Paid,debt_consolidation
17975.0,16.55,D,5 years,85000.0,Fully Paid,debt_consolidation
30000.0,11.22,B,9 years,350000.0,Fully Paid,debt_consolidation
18000.0,12.59,C,10+ years,63000.0,Fully Paid,credit_card
10000.0,12.59,C,2 years,80000.0,Fully Paid,other
14175.0,15.41,D,2 years,76000.0,Fully Paid,small_business
10000.0,7.26,A,10+ years,220000.0,Fully Paid,debt_consolidation
15000.0,9.76,B,6 years,60000.0,Fully Paid,credit_card
9000.0,13.67,C,1 year,25000.0,Charged Off,other
5000.0,15.41,D,2 years,30000.0,Charged Off,debt_consolidation
8000.0,13.67,C,10+ years,34000.0,Fully Paid,credit_card
24000.0,11.99,C,,58000.0,Fully Paid,debt_consolidation
12000.0,18.2,E,5 years,38000.0,Charged Off,debt_consolidation
4500.0,11.22,B,3 years,29000.0,Fully Paid,credit_card
11400.0,9.17,B,10+ years,52000.0,Fully Paid,debt_consolidation
13000.0,10.64,B,7 years,48000.0,Fully Paid,debt_consolidation
10000.0,10.64,B,2 years,55000.0,Fully Paid,debt_consolidation
24000.0,13.18,C,4 years,80000.0,Charged Off,debt_consolidation
28000.0,7.89,A,2 years,76000.0,Current,credit_card
12000.0,9.76,B,10+ years,40000.0,Fully Paid,home_improvement
10000.0,19.99,E,10+ years,92000.0,Charged Off,debt_consolidation
24000.0,13.18,C,10+ years,92000.0,Charged Off,debt_consolidation
12000.0,9.17,B,10+ years,70000.0,Current,credit_card
24000.0,8.38,B,8 years,200000.0,Fully Paid,credit_card
17625.0,16.55,D,,42000.0,Fully Paid,debt_consolidation
17000.0,9.17,B,< 1 year,38000.0,Fully Paid,debt_consolidation
7000.0,11.22,B,,80000.0,Fully Paid,other
35000.0,18.99,E,1 year,80000.0,Fully Paid,car
15000.0,5.32,A,10+ years,102000.0,Fully Paid,credit_card
9000.0,9.76,B,10+ years,39000.0,Fully Paid,credit_card
11000.0,17.86,D,2 years,100000.0,Charged Off,home_improvement
17600.0,13.18,C,,40000.0,Fully Paid,debt_consolidation
35000.0,11.22,B,6 years,95000.0,Charged Off,debt_consolidation
14000.0,13.18,C,7 years,131016.44,Fully Paid,debt_consolidation
15000.0,10.64,B,4 years,46000.0,Fully Paid,debt_consolidation
10000.0,9.17,B,10+ years,80000.0,Fully Paid,debt_consolidation
20000.0,9.17,B,3 years,110000.0,Fully Paid,credit_card
20000.0,7.89,A,6 years,100000.0,Fully Paid,credit_card
14000.0,14.48,C,5 years,62000.0,Fully Paid,debt_consolidation
